_id,date,center_name,attendance_count
40776391,2013-01-18,Warrington Community Center,31
40776392,2013-01-17,West Penn Community Center,146
40776393,2013-01-17,Ammon Community Center,305
40776394,2013-01-17,Arlington Community Center,54
40776395,2013-01-17,Brookline Community Center,242
40776396,2013-01-17,Jefferson Community Center,32
40776397,2013-01-17,Ormsby Community Center,131
40776398,2013-01-17,Magee Community Center,45
40776399,2013-01-17,Paulson Community Center,59
40776400,2013-01-17,Warrington Community Center,68
40776401,2013-01-17,Phillips Community Center,142
40776402,2013-01-16,West Penn Community Center,90
40776403,2013-01-16,Arlington Community Center,85
40776404,2013-01-16,Ammon Community Center,36
40776405,2013-01-16,Jefferson Community Center,29
40776406,2013-01-16,Brookline Community Center,272
40776407,2013-01-16,Magee Community Center,65
40776408,2013-01-16,Ormsby Community Center,92
40776409,2013-01-16,Paulson Community Center,28
40776410,2013-01-16,Phillips Community Center,31
40776411,2013-01-16,Warrington Community Center,65
40776412,2013-01-15,West Penn Community Center,117
40776413,2013-01-15,Ammon Community Center,132
40776414,2013-01-15,Arlington Community Center,23
40776415,2013-01-15,Brookline Community Center,194
40776416,2013-01-15,Jefferson Community Center,30
40776417,2013-01-15,Ormsby Community Center,176
40776418,2013-01-15,Magee Community Center,50
40776419,2013-01-15,Paulson Community Center,35
40776420,2013-01-15,Warrington Community Center,48
40776421,2013-01-15,Phillips Community Center,97
40776422,2013-01-14,West Penn Community Center,131
40776423,2013-01-14,Arlington Community Center,31
40776424,2013-01-14,Ammon Community Center,37
40776425,2013-01-14,Jefferson Community Center,30
40776426,2013-01-14,Brookline Community Center,255
40776427,2013-01-14,Magee Community Center,53
40776428,2013-01-14,Ormsby Community Center,106
40776429,2013-01-14,Paulson Community Center,53
40776430,2013-01-14,Phillips Community Center,113
40776431,2013-01-14,Warrington Community Center,67
40776432,2013-01-12,West Penn Community Center,128
40776433,2013-01-12,Arlington Community Center,53
40776434,2013-01-12,Brookline Community Center,396
40776435,2013-01-12,Jefferson Community Center,7
40776436,2013-01-12,Ormsby Community Center,16
40776437,2013-01-12,Magee Community Center,60
40776438,2013-01-12,Warrington Community Center,19
40776439,2013-01-12,Phillips Community Center,232
40776440,2013-01-11,West Penn Community Center,81
40776441,2013-01-11,Arlington Community Center,51
40776442,2013-01-11,Ammon Community Center,20
40776443,2013-01-11,Jefferson Community Center,37
40776444,2013-01-11,Brookline Community Center,225
40776445,2013-01-11,Magee Community Center,46
40776446,2013-01-11,Ormsby Community Center,32
40776447,2013-01-11,Paulson Community Center,22
40776448,2013-01-11,Phillips Community Center,166
40776449,2013-01-11,Warrington Community Center,51
40776450,2013-01-10,West Penn Community Center,170
40776451,2013-01-10,Ammon Community Center,32
40776452,2013-01-10,Arlington Community Center,64
40776453,2013-01-10,Brookline Community Center,275
40776454,2013-01-10,Jefferson Community Center,43
40776455,2013-01-10,Ormsby Community Center,47
40776456,2013-01-10,Magee Community Center,108
40776457,2013-01-10,Paulson Community Center,60
40776458,2013-01-10,Warrington Community Center,74
40776459,2013-01-10,Phillips Community Center,182
40776460,2013-01-09,West Penn Community Center,74
40776461,2013-01-09,Arlington Community Center,64
40776462,2013-01-09,Ammon Community Center,57
40776463,2013-01-09,Jefferson Community Center,26
40776464,2013-01-09,Brookline Community Center,223
40776465,2013-01-09,Magee Community Center,45
40776466,2013-01-09,Ormsby Community Center,101
40776467,2013-01-09,Paulson Community Center,2
40776468,2013-01-09,Phillips Community Center,130
40776469,2013-01-09,Warrington Community Center,60
40776470,2013-01-08,West Penn Community Center,59
40776471,2013-01-08,Ammon Community Center,3
40776472,2013-01-08,Arlington Community Center,48
40776473,2013-01-08,Brookline Community Center,229
40776474,2013-01-08,Jefferson Community Center,32
40776475,2013-01-08,Ormsby Community Center,61
40776476,2013-01-08,Magee Community Center,53
40776477,2013-01-08,Paulson Community Center,42
40776478,2013-01-08,Warrington Community Center,73
40776479,2013-01-08,Phillips Community Center,90
40776480,2013-01-07,West Penn Community Center,100
40776481,2013-01-07,Arlington Community Center,30
40776482,2013-01-07,Ammon Community Center,34
40776483,2013-01-07,Jefferson Community Center,37
40776484,2013-01-07,Brookline Community Center,199
40776485,2013-01-07,Magee Community Center,44
40776486,2013-01-07,Ormsby Community Center,100
40776487,2013-01-07,Paulson Community Center,29
40776488,2013-01-07,Phillips Community Center,41
40776489,2013-01-07,Warrington Community Center,68
40776490,2013-01-05,West Penn Community Center,45
40776491,2013-01-05,Arlington Community Center,83
40776492,2013-01-05,Brookline Community Center,281
40776493,2013-01-05,Jefferson Community Center,9
40776494,2013-01-05,Magee Community Center,113
40776495,2013-01-05,Ormsby Field (Playground),32
40776496,2013-01-05,Warrington Community Center,24
40776497,2013-01-05,Phillips Community Center,122
40776498,2013-01-04,West Penn Community Center,55
40776499,2013-01-04,Arlington Community Center,78
40776500,2013-01-04,Ammon Community Center,18
40776501,2013-01-04,Jefferson Community Center,31
40776502,2013-01-04,Brookline Community Center,222
40776503,2013-01-04,Magee Community Center,34
40776504,2013-01-04,Ormsby Community Center,38
40776505,2013-01-04,Paulson Community Center,43
40776506,2013-01-04,Phillips Community Center,43
40776507,2013-01-04,Warrington Community Center,54
40776508,2013-01-03,West Penn Community Center,69
40776509,2013-01-03,Ammon Community Center,21
40776510,2013-01-03,Arlington Community Center,83
40776511,2013-01-03,Brookline Community Center,203
40776512,2013-01-03,Jefferson Community Center,44
40776513,2013-01-03,Ormsby Community Center,29
40776514,2013-01-03,Magee Community Center,35
40776515,2013-01-03,Paulson Community Center,52
40776516,2013-01-03,Warrington Community Center,66
40776517,2013-01-03,Phillips Community Center,33
40776518,2013-01-02,West Penn Community Center,68
40776519,2013-01-02,Arlington Community Center,20
40776520,2013-01-02,Ammon Community Center,15
40776521,2013-01-02,Jefferson Community Center,40
40776522,2013-01-02,Brookline Community Center,228
40776523,2013-01-02,Magee Community Center,34
40776524,2013-01-02,Ormsby Community Center,99
40776525,2013-01-02,Paulson Community Center,44
40776526,2013-01-02,Phillips Community Center,28
40776527,2013-01-02,Warrington Community Center,79
40776528,2012-12-31,West Penn Community Center,33
40776529,2012-12-31,Ammon Community Center,15
40776530,2012-12-31,Arlington Community Center,16
40776531,2012-12-31,Brookline Community Center,77
40776532,2012-12-31,Jefferson Community Center,26
40776533,2012-12-31,Ormsby Community Center,14
40776534,2012-12-31,Magee Community Center,16
40776535,2012-12-31,Paulson Community Center,14
40776536,2012-12-31,Warrington Community Center,18
40776537,2012-12-31,Phillips Community Center,11
40776538,2012-12-29,West Penn Community Center,6
40776539,2012-12-29,Brookline Community Center,55
40776540,2012-12-29,Phillips Community Center,95
40776541,2012-12-29,Warrington Community Center,14
40776542,2012-12-28,West Penn Community Center,37
40776543,2012-12-28,Arlington Community Center,13
40776544,2012-12-28,Ammon Community Center,16
40776545,2012-12-28,Brookline Community Center,102
40776546,2012-12-28,Jefferson Community Center,20
40776547,2012-12-28,Magee Community Center,5
40776548,2012-12-28,Ormsby Community Center,9
40776549,2012-12-28,Paulson Community Center,12
40776550,2012-12-28,Warrington Community Center,22
40776551,2012-12-28,Phillips Community Center,35
40776552,2012-12-27,West Penn Community Center,32
40776553,2012-12-27,Ammon Community Center,5
40776554,2012-12-27,Arlington Community Center,12
40776555,2012-12-27,Jefferson Community Center,15
40776556,2012-12-27,Brookline Community Center,86
40776557,2012-12-27,Ormsby Community Center,14
40776558,2012-12-27,Magee Community Center,12
40776559,2012-12-27,Paulson Community Center,15
40776560,2012-12-27,Phillips Community Center,21
40776561,2012-12-27,Warrington Community Center,22
40776562,2012-12-26,West Penn Community Center,7
40776563,2012-12-26,Brookline Community Center,15
40776564,2012-12-26,Ormsby Community Center,3
40776565,2012-12-26,Paulson Community Center,7
40776566,2012-12-26,Phillips Community Center,6
40776567,2012-12-24,West Penn Community Center,15
40776568,2012-12-24,Arlington Community Center,10
40776569,2012-12-24,Ammon Community Center,8
40776570,2012-12-24,Brookline Community Center,29
40776571,2012-12-24,Ormsby Community Center,13
40776572,2012-12-24,Magee Community Center,12
40776573,2012-12-24,Paulson Community Center,12
40776574,2012-12-24,Phillips Community Center,34
40776575,2012-12-24,Warrington Community Center,46
40776576,2012-12-22,West Penn Community Center,77
40776577,2012-12-22,Brookline Community Center,78
40776578,2012-12-22,Ormsby Community Center,24
40776579,2012-12-22,Warrington Community Center,9
40776580,2012-12-22,Phillips Community Center,93
40776581,2012-12-21,West Penn Community Center,45
40776582,2012-12-21,Ammon Community Center,4
40776583,2012-12-21,Arlington Community Center,10
40776584,2012-12-21,Brookline Community Center,71
40776585,2012-12-21,Jefferson Community Center,14
40776586,2012-12-21,Ormsby Community Center,24
40776587,2012-12-21,Magee Community Center,29
40776588,2012-12-21,Paulson Community Center,25
40776589,2012-12-21,Phillips Community Center,115
40776590,2012-12-21,Warrington Community Center,37
40776591,2012-12-20,West Penn Community Center,56
40776592,2012-12-20,Ammon Community Center,18
40776593,2012-12-20,Jefferson Community Center,14
40776594,2012-12-20,Brookline Community Center,253
40776595,2012-12-20,Magee Community Center,32
40776596,2012-12-20,Ormsby Community Center,43
40776597,2012-12-20,Paulson Community Center,56
40776598,2012-12-20,Warrington Community Center,37
40776599,2012-12-20,Phillips Community Center,25
40776600,2012-12-19,West Penn Community Center,79
40776601,2012-12-19,Ammon Community Center,19
40776602,2012-12-19,Arlington Community Center,68
40776603,2012-12-19,Brookline Community Center,152
40776604,2012-12-19,Jefferson Community Center,12
40776605,2012-12-19,Ormsby Community Center,85
40776606,2012-12-19,Magee Community Center,43
40776607,2012-12-19,Paulson Community Center,36
40776608,2012-12-19,Phillips Community Center,99
40776609,2012-12-19,Warrington Community Center,84
40776610,2012-12-18,West Penn Community Center,98
40776611,2012-12-18,Arlington Community Center,47
40776612,2012-12-18,Ammon Community Center,16
40776613,2012-12-18,Jefferson Community Center,41
40776614,2012-12-18,Brookline Community Center,271
40776615,2012-12-18,Magee Community Center,29
40776616,2012-12-18,Ormsby Community Center,53
40776617,2012-12-18,Paulson Community Center,36
40776618,2012-12-18,Warrington Community Center,58
40776619,2012-12-18,Phillips Community Center,39
40776620,2012-12-17,West Penn Community Center,109
40776621,2012-12-17,Ammon Community Center,38
40776622,2012-12-17,Arlington Community Center,20
40776623,2012-12-17,Brookline Community Center,154
40776624,2012-12-17,Jefferson Community Center,20
40776625,2012-12-17,Ormsby Community Center,3
40776626,2012-12-17,Magee Community Center,51
40776627,2012-12-17,Paulson Community Center,44
40776628,2012-12-17,Ormsby Field (Playground),107
40776629,2012-12-17,Phillips Community Center,61
40776630,2012-12-17,Warrington Community Center,39
40776631,2012-12-15,West Penn Community Center,86
40776632,2012-12-15,Arlington Community Center,31
40776633,2012-12-15,Ammon Community Center,58
40776634,2012-12-15,Jefferson Community Center,4
40776635,2012-12-15,Brookline Community Center,227
40776636,2012-12-15,Magee Community Center,67
40776637,2012-12-15,Ormsby Community Center,26
40776638,2012-12-15,Phillips Community Center,93
40776639,2012-12-14,West Penn Community Center,53
40776640,2012-12-14,Ammon Community Center,14
40776641,2012-12-14,Arlington Community Center,30
40776642,2012-12-14,Brookline Community Center,81
40776643,2012-12-14,Jefferson Community Center,24
40776644,2012-12-14,Ormsby Community Center,32
40776645,2012-12-14,Magee Community Center,24
40776646,2012-12-14,Paulson Community Center,32
40776647,2012-12-14,Phillips Community Center,23
40776648,2012-12-14,Warrington Community Center,17
40776649,2012-12-13,West Penn Community Center,70
40776650,2012-12-13,Arlington Community Center,38
40776651,2012-12-13,Ammon Community Center,14
40776652,2012-12-13,Jefferson Community Center,32
40776653,2012-12-13,Brookline Community Center,210
40776654,2012-12-13,Magee Community Center,29
40776655,2012-12-13,Ormsby Community Center,60
40776656,2012-12-13,Paulson Community Center,24
40776657,2012-12-13,Warrington Community Center,15
40776658,2012-12-13,Phillips Community Center,115
40776659,2012-12-12,West Penn Community Center,98
40776660,2012-12-12,Ammon Community Center,16
40776661,2012-12-12,Arlington Community Center,6
40776662,2012-12-12,Brookline Community Center,166
40776663,2012-12-12,Jefferson Community Center,32
40776664,2012-12-12,Ormsby Community Center,89
40776665,2012-12-12,Magee Community Center,46
40776666,2012-12-12,Paulson Community Center,50
40776667,2012-12-12,Phillips Community Center,74
40776668,2012-12-12,Warrington Community Center,77
40776669,2012-12-11,West Penn Community Center,96
40776670,2012-12-11,Arlington Community Center,34
40776671,2012-12-11,Ammon Community Center,17
40776672,2012-12-11,Jefferson Community Center,22
40776673,2012-12-11,Brookline Community Center,279
40776674,2012-12-11,Magee Community Center,44
40776675,2012-12-11,Ormsby Community Center,68
40776676,2012-12-11,Paulson Community Center,47
40776677,2012-12-11,Warrington Community Center,68
40776678,2012-12-11,Phillips Community Center,88
